text,dep,pos,head_text,head_pos,head_dep,next_verb,entity_label,frequency_in_doc,sentence_loc,sentence_num,label
Clayton and Dubilier Inc,appos,PROPN,firm,NOUN,pobj,based,ORG,1,25,0,purchaser
Borg-Warner Corp,punct,PROPN,Corp,PROPN,nsubj,said,ORG,1,0,0,seller
approved,poss,PRON,directors,NOUN,nsubj,approved,nonent,1,5,0,status
it,nsubj,PRON,completed,VERB,ccomp,completed,nonent,3,5,0,none
the previously announced sale,dobj,NOUN,completed,VERB,ccomp,completed,nonent,1,7,0,none
assets,pobj,NOUN,of,ADP,prep,completed,nonent,1,12,0,none
real estate,pobj,NOUN,excluding,VERB,prep,excluding,nonent,1,-1,0,none
"a private Gurnee, Ill., firm",appos,NOUN,Inc,PROPN,pobj,completed,nonent,1,-1,0,none
retail store division,pobj,NOUN,of,ADP,prep,excluding,nonent,1,-1,0,acquired
Handy Andy Home Improvement Centers Inc,pobj,PROPN,to,ADP,prep,completed,ORG,1,-1,0,purchaser
Forest City Enterprises Inc,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,seller
completed,ccomp,VERB,said,VERB,ROOT,said,nonent,1,6,0,status
a unit,appos,NOUN,Co,PROPN,nsubj,said,nonent,1,3,0,none
Pratt Hotel Corp,pobj,PROPN,of,ADP,prep,said,ORG,1,-1,0,none
share,pobj,NOUN,per,ADP,prep,expired,nonent,5,15,0,none
all shares,pobj,NOUN,for,ADP,prep,expired,nonent,1,19,0,none
Class B common stock,pobj,NOUN,of,ADP,prep,expired,nonent,1,22,0,none
Resorts INternational Inc,pobj,PROPN,of,ADP,prep,expired,ORG,1,27,0,acquired
PH Acquisition Co,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,-1,0,purchaser
today,pobj,NOUN,of,ADP,prep,tendered,DATE,1,-1,1,none
"about 45,690 shares",nsubjpass,NOUN,tendered,VERB,ROOT,tendered,nonent,1,3,1,none
shares,pobj,NOUN,of,ADP,prep,tendered,nonent,4,5,1,none
the condition,dobj,NOUN,satisfy,VERB,relcl,satisfy,nonent,1,15,1,none
51 pct,nsubjpass,NOUN,tendered,VERB,acl,tendered,PERCENT,1,18,1,none
the voting power,pobj,NOUN,of,ADP,prep,tendered,nonent,1,21,1,none
its board,nsubj,NOUN,decided,VERB,ccomp,decided,nonent,1,6,0,none
directors,pobj,NOUN,of,ADP,prep,decided,nonent,3,9,0,none
no action,dobj,NOUN,take,VERB,xcomp,take,nonent,1,13,0,none
two takeover bids,pobj,NOUN,on,ADP,prep,received,nonent,1,16,0,none
that,dobj,PRON,received,VERB,relcl,received,nonent,3,19,0,none
the company,nsubj,NOUN,received,VERB,relcl,received,nonent,6,20,0,none
Harper and Row Publishers Inc,conj,PROPN,Harper,PROPN,nsubj,said,ORG,1,0,0,acquired
it,nsubj,PRON,appointed,VERB,ROOT,appointed,nonent,11,1,1,none
a committee,dobj,NOUN,appointed,VERB,ROOT,appointed,nonent,1,3,1,none
independent directors,pobj,NOUN,of,ADP,prep,appointed,nonent,1,6,1,none
strategic alternatives,dobj,NOUN,study,VERB,relcl,study,nonent,1,10,1,none
the 170-year-old firm,pobj,NOUN,for,ADP,prep,study,nonent,1,-1,1,none
The Federal Home Loan Bank Board,nsubj,PROPN,announced,VERB,ROOT,announced,ORG,1,0,0,none
FHLBB,appos,PROPN,Board,PROPN,nsubj,announced,ORG,2,-1,0,none
the acquisition,dobj,NOUN,announced,VERB,ROOT,announced,nonent,1,8,0,none
Oak Harbour,pobj,PROPN,of,ADP,prep,announced,GPE,1,-1,0,none
Home Savings and Loan Association,pobj,PROPN,of,ADP,prep,announced,ORG,1,11,0,acquired
"Seattle, Washington",pobj,PROPN,in,ADP,prep,announced,nonent,1,-1,0,acqloc
InterWest Savings Bank,pobj,PROPN,by,ADP,prep,announced,ORG,1,20,0,purchaser
The FHLBB,nsubj,PROPN,said,VERB,ROOT,said,nonent,1,0,1,none
the 12th troubled savings institution,attr,NOUN,was,AUX,ccomp,requiring,nonent,1,6,1,none
federal action,dobj,NOUN,requiring,VERB,acl,requiring,nonent,1,12,1,none
"Warburg, Pincus Capital Corp",nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,none
it,nsubj,PRON,started,VERB,ccomp,started,nonent,10,5,0,none
"up to 2,500,000 common shares",pobj,NOUN,for,ADP,prep,started,nonent,1,12,0,none
3.50 dlrs,pobj,NOUN,at,ADP,prep,started,MONEY,1,21,0,none
Symbion Inc,pobj,PROPN,of,ADP,prep,started,ORG,1,18,0,acquired
"Warburg, Pincus Capital Corp",compound,PROPN,Corp,PROPN,nsubj,said,ORG,1,0,0,purchaser
started a tender offer,compound,NOUN,offer,NOUN,dobj,started,nonent,1,7,0,status
a newspaper advertisement,pobj,NOUN,In,ADP,prep,said,nonent,1,-1,1,none
The firm,nsubj,NOUN,said,VERB,ROOT,said,nonent,2,4,1,none
the opffer,nsubjpass,NOUN,conditioned,VERB,ccomp,conditioned,nonent,1,7,1,none
receipt,pobj,NOUN,on,ADP,prep,conditioned,nonent,2,13,1,none
any minimum number,pobj,NOUN,of,ADP,prep,conditioned,nonent,1,15,1,none
shares,pobj,NOUN,of,ADP,prep,conditioned,nonent,6,19,1,none
holders,pobj,NOUN,on,ADP,prep,sharesseeking,nonent,1,24,1,none
the fair value,dobj,NOUN,receive,VERB,xcomp,receive,nonent,1,34,1,none
their shares,pobj,NOUN,of,ADP,prep,receive,nonent,1,38,1,none
provisions,pobj,NOUN,under,ADP,prep,receive,nonent,1,41,1,none
the Utah Business Corporation Act,pobj,PROPN,of,ADP,prep,receive,LAW,1,-1,1,none
8.3 mln shares,dobj,NOUN,sold,VERB,ccomp,sold,nonent,1,5,0,none
Salomon Brothers U.K. Equity Ltd,pobj,PROPN,through,ADP,prep,sold,ORG,1,-1,0,none
a statement,nsubj,NOUN,said,VERB,ROOT,said,nonent,1,18,0,none
Salomon,pobj,PROPN,from,ADP,prep,said,nonent,2,13,0,none
Woolworth Holdings Plc,pobj,PROPN,in,ADP,prep,sold,ORG,1,9,0,acquired
Dixons Group Plc,nsubj,PROPN, ,SPACE,dep,said,ORG,1,0,0,seller
sold,aux,AUX,sold,VERB,ccomp,sold,nonent,1,4,0,status
The shares,nsubjpass,NOUN,placed,VERB,ROOT,placed,nonent,1,0,1,none
about 45 to 50 institutions,pobj,NOUN,with,ADP,prep,placed,nonent,1,5,1,none
Europe,pobj,PROPN,in,ADP,prep,placed,LOC,1,11,1,none
the Far East,conj,PROPN,Europe,PROPN,pobj,placed,LOC,1,-1,1,none
it,nsubj,PRON,is,AUX,ccomp,said,nonent,5,3,0,none
techical default,pobj,NOUN,in,ADP,prep,said,nonent,1,6,0,none
its loans,pobj,NOUN,of,ADP,prep,said,nonent,1,9,0,none
Southeast Banking Corp,pobj,PROPN,from,ADP,prep,said,ORG,1,12,0,none
and Murray Steinfeld,dobj,PROPN, ,SPACE,dep,said,nonent,1,15,0,none
the lenders,pobj,NOUN,with,ADP,prep,negotiating,nonent,1,-1,0,none
Kapok Corp,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,seller
It,nsubj,PROPN,said,VERB,ROOT,said,nonent,1,0,1,none
neither,nsubj,PRON,declared,VERB,ccomp,declared,nonent,1,2,1,none
the loans,nsubj,NOUN,due,ADJ,ccomp,declared,nonent,1,5,1,none
it,nsubj,PRON,intends,VERB,ccomp,intends,nonent,11,4,0,none
its agreement,dobj,NOUN,honor,VERB,xcomp,honor,nonent,1,13,0,none
its shares,dobj,NOUN,sell,VERB,acl,sell,nonent,1,17,0,none
the company,pobj,NOUN,to,ADP,dative,sell,nonent,1,-1,0,none
Gates Learjet Corp,dobj,PROPN,require,VERB,xcomp,require,ORG,1,8,0,acquired
AVAQ International Inc,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,purchaser
it,nsubj,PRON,made,VERB,ccomp,made,nonent,11,2,1,none
the statement,dobj,NOUN,made,VERB,ccomp,made,nonent,1,4,1,none
response,pobj,NOUN,in,ADP,prep,made,nonent,1,7,1,none
an offer,pobj,NOUN,to,ADP,prep,believed,nonent,1,9,1,none
Interconnect Capital Corp,pobj,PROPN,by,ADP,prep,believed,ORG,1,12,1,none
all,pobj,PRON,for,ADP,prep,believed,nonent,1,16,1,none
Gates Learjet shares,pobj,NOUN,of,ADP,prep,believed,nonent,1,18,1,none
what,nsubj,PRON,be,AUX,ccomp,believed,nonent,1,22,1,none
it,nsubj,PRON,believed,VERB,pcomp,believed,nonent,11,2,1,none
an agreement,attr,NOUN,be,AUX,ccomp,accept,nonent,1,27,1,none
its offer,dobj,NOUN,accept,VERB,acl,accept,nonent,2,-1,1,none
the outstanding 20 mln shares,pobj,NOUN,of,ADP,prep,tendered,nonent,1,7,0,none
its 26.25 dlr a share offer,pobj,NOUN,to,ADP,prep,closed,nonent,1,19,0,none
that,nsubj,PRON,closed,VERB,relcl,closed,nonent,1,25,0,none
midnight EST,pobj,NOUN,at,ADP,prep,closed,TIME,1,28,0,none
Rexnord Inc,pobj,PROPN,in,ADP,prep,tendered,ORG,1,13,0,acquired
Banner Industries Inc,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,purchaser
tendered,ccomp,VERB,said,VERB,ROOT,said,nonent,1,16,0,status
the five mln Rexnard shares,pobj,NOUN,with,ADP,prep,owns,nonent,1,2,1,none
it,nsubj,PRON,owns,VERB,relcl,owns,nonent,5,7,1,none
the company,nsubj,NOUN,said,VERB,ROOT,said,nonent,2,10,1,none
it,nsubj,PRON,holds,VERB,ccomp,holds,nonent,5,7,1,none
a 97 pct stake,dobj,NOUN,holds,VERB,ccomp,holds,nonent,1,16,1,none
the company,pobj,NOUN,in,ADP,prep,holds,nonent,2,10,1,none
it,nsubj,PRON,agreed,VERB,ccomp,agreed,nonent,4,4,0,none
a slight premium,pobj,NOUN,for,ADP,prep,sell,nonent,1,17,0,none
book value,pobj,NOUN,over,ADP,prep,sell,nonent,1,-1,0,none
a release,conj,NOUN,premium,NOUN,pobj,sell,nonent,1,24,0,none
liability,pobj,NOUN,from,ADP,prep,sell,nonent,1,29,0,none
approximately three mln dlrs,pobj,NOUN,on,ADP,prep,sell,MONEY,1,31,0,none
subsidiary indebtedness,pobj,NOUN,of,ADP,prep,sell,nonent,1,-1,0,none
Southwestern Engineering Co,appos,PROPN,business,NOUN,dobj,sell,ORG,1,-1,0,acquired
heat transfer equipment,compound,NOUN,business,NOUN,dobj,sell,nonent,1,9,0,acqbus
"CRONUS INDUSTRIES INC"" / ""Cronus Industries Inc",nsubj,PROPN,said,VERB,ROOT,said,nonent,0,0,0,seller
agreed to sell,xcomp,VERB,agreed,VERB,ccomp,agreed,nonent,1,5,0,status
The company,nsubj,NOUN,said,VERB,ROOT,said,nonent,1,0,1,none
the sale,nsubj,NOUN,take,VERB,ccomp,take,nonent,1,3,1,none
a subsidiary,pobj,NOUN,to,ADP,prep,take,nonent,1,6,1,none
a British company,appos,NOUN,PLC,PROPN,pobj,take,nonent,1,-1,1,none
place,dobj,NOUN,take,VERB,ccomp,take,nonent,1,18,1,none
Senior Engineering Group PLC,pobj,PROPN,of,ADP,prep,take,ORG,1,-1,1,purchaser
Walter G. Mize,nsubj,PROPN,bought,VERB,ccomp,bought,PERSON,1,4,0,none
"about 9,400,000 shares",dobj,NOUN,bought,VERB,ccomp,bought,nonent,1,-1,0,none
about 33 pct,conj,NOUN,shares,NOUN,dobj,bought,PERCENT,1,13,0,none
DNA's outstanding stock,pobj,NOUN,of,ADP,prep,bought,nonent,1,-1,0,none
"100,000 dlrs cash",pobj,NOUN,for,ADP,prep,bought,nonent,1,-1,0,none
DNA Medical Inc,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,acquired
Walter G. Mize,nsubj,PROPN,bought,VERB,ccomp,bought,PERSON,1,4,0,purchaser
an agreement,pobj,NOUN,Under,ADP,prep,said,nonent,1,1,1,none
he,nsubj,PRON,become,VERB,ccomp,become,nonent,10,7,1,none
chairman,attr,NOUN,become,VERB,ccomp,become,nonent,2,-1,1,none
his option,pobj,NOUN,at,ADP,prep,expand,nonent,1,-1,1,none
the board,dobj,NOUN,expand,VERB,conj,expand,nonent,2,18,1,none
him,dative,PRON,provide,VERB,advcl,provide,nonent,1,22,1,none
equal representation,dobj,NOUN,provide,VERB,advcl,provide,nonent,1,23,1,none
the current board,pobj,NOUN,with,ADP,prep,provide,nonent,1,-1,1,none
it,nsubj,PRON,bought,VERB,ccomp,bought,nonent,9,5,0,none
a subsidiary,pobj,NOUN,through,ADP,prep,bought,nonent,1,15,0,none
an undisclosed sum,pobj,NOUN,for,ADP,prep,bought,nonent,1,-1,0,none
community newspapers,amod,ADJ,two,NUM,nummod,bought,nonent,2,9,0,acqloc
"R: ""Houston Community Newspapers Inc",pobj,PROPN,in,ADP,prep,bought,nonent,0,-1,0,status
"R: ""Independent Newspapers Ltd"" / ""INL",nsubj,PROPN,said,VERB,ROOT,said,nonent,0,0,0,seller
"R: ""Houston Community Newspapers Inc",pobj,PROPN,in,ADP,prep,bought,nonent,0,-1,0,status
a statement,pobj,NOUN,in,ADP,prep,said,nonent,1,3,1,none
the South Bend Advocate,conj,PROPN,Advocate,PROPN,dobj,bought,ORG,1,-1,1,none
combined circulation,pobj,NOUN,with,ADP,prep,combined,nonent,1,20,1,none
"74,000 copies",pobj,NOUN,of,ADP,prep,combined,nonent,1,-1,1,none
associated assets,conj,NOUN,Advocate,PROPN,conj,bought,nonent,1,-1,1,none
The Advocate Communications Corp Inc.,pobj,PROPN,from,ADP,prep,bought,ORG,1,29,1,none
South West Advocate,compound,PROPN,Advocate,PROPN,dobj,bought,nonent,1,11,1,acquired
"R: ""Independent Newspapers Ltd"" / ""INL",nsubj,PROPN,said,VERB,ROOT,said,nonent,0,0,1,seller
"R: ""Houston Community Newspapers Inc",nsubj,PROPN,bought,VERB,ccomp,bought,nonent,0,5,1,status
it,nsubj,PRON,sell,VERB,ccomp,sell,nonent,2,4,0,none
a specially formed company,pobj,NOUN,to,ADP,dative,formed,nonent,1,-1,0,none
an estimated 16.9 mln stg cash,pobj,NOUN,for,ADP,prep,sell,nonent,1,-1,0,none
Finlays,poss,PROPN,business,NOUN,dobj,sell,nonent,2,8,0,acquired
"confectionery, tobacco and newsagent",conj,NOUN,confectionery,NOUN,nmod,sell,nonent,1,9,0,acqbus
Finlays Plc,appos,PROPN,company,NOUN,pobj,formed,ORG,1,19,0,purchaser
Hanson Trust Plc,nsubj,PROPN, ,SPACE,dep,said,ORG,1,0,0,seller
will sell,aux,AUX,sell,VERB,ccomp,sell,nonent,1,5,0,status
Clabir Corp,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,none
its 86 pct owned affiliate,nsubj,NOUN,agreed,VERB,ccomp,owned,nonent,1,-1,0,none
about 37 mln Canadian dlrs,pobj,NOUN,for,ADP,prep,acquire,MONEY,1,27,0,none
cash,pobj,NOUN,in,ADP,prep,acquire,nonent,1,-1,0,none
Popsicle Industries,compound,PROPN,Industries,PROPN,compound,acquire,ORG,1,16,0,acquired
Canada,prep,PROPN,Corp,PROPN,pobj,acquire,nonent,3,24,0,acqloc
Ambrit Inc,appos,PROPN,affiliate,NOUN,nsubj,owned,ORG,1,8,0,purchaser
Sara Lee Corp of Canada Ltd,compound,PROPN,Ltd,PROPN,pobj,acquire,ORG,1,20,0,seller
agreed,aux,AUX,agreed,VERB,ccomp,agreed,nonent,1,12,0,status
Clabir,nsubj,PROPN,said,VERB,ROOT,said,nonent,3,0,1,none
the purchase,nsubj,NOUN, ,SPACE,dep,said,nonent,1,2,1,none
the Sara Lee Corp,pobj,PROPN,from,ADP,prep,said,nonent,1,5,1,none
about 28 mln U.S. dlrs,attr,NOUN,is,AUX,ccomp,said,MONEY,1,-1,1,none
Adams-Russell Electronics Co Inc,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,none
it,nsubj,PRON,acquired,VERB,ccomp,acquired,nonent,2,5,0,none
a maker,appos,NOUN,PLC,PROPN,dobj,acquired,nonent,1,10,0,none
"about 600,000 dlrs",pobj,NOUN,for,ADP,prep,acquired,MONEY,1,-1,0,none
Hermetronics PLC,dobj,PROPN,acquired,VERB,ccomp,acquired,ORG,1,-1,0,acquired
hermetic integrated circuit packages,pobj,NOUN,of,ADP,prep,integrated,nonent,1,-1,0,acqbus
Adams-Russell Electronics Co Inc,compound,PROPN,Inc,PROPN,nsubj,said,ORG,1,0,0,purchaser
acquired,nsubj,PRON,acquired,VERB,ccomp,acquired,nonent,1,7,0,status
lower 1986 net profit,dobj,NOUN,reporting,VERB,advcl,reporting,nonent,1,-1,0,none
the previously announced sale,pobj,NOUN,concerning,VERB,prep,concerning,nonent,1,14,0,none
the company's 49 pct interest,pobj,NOUN,of,ADP,prep,concerning,nonent,1,19,0,none
Canadian Foremost Ltd,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,-1,0,seller
negotiations are continuing,nsubj,NOUN,continuing,VERB,ccomp,continuing,nonent,1,10,0,status
the sale,nsubjpass,NOUN,refelected,VERB,ccomp,refelected,nonent,1,2,1,none
the company's 1987 results,pobj,NOUN,in,ADP,prep,refelected,nonent,1,-1,1,none
its merger,dobj,NOUN,said,VERB,ROOT,said,nonent,1,5,0,none
"DEVELOPMENT CORP OF AMERICA"" / ""Development Corp of America",nsubj,PROPN,said,VERB,ROOT,said,nonent,0,0,0,acquired
Lennar Corp,pobj,PROPN,with,ADP,prep,said,ORG,1,8,0,purchaser
its stock,nsubj,NOUN,existed,VERB,conj,existed,nonent,2,3,1,none
completed,ROOT,VERB,completed,VERB,ROOT,existed,nonent,1,1,1,status
recent talks,nsubj,NOUN, ,SPACE,dep,sell,nonent,1,4,0,none
their underlying real estate,conj,NOUN,stores,NOUN,dobj,sell,nonent,1,14,0,none
F.W. Woolworth Co,pobj,PROPN,to,ADP,dative,sell,ORG,1,19,0,none
Kresge variety stores,dobj,NOUN,sell,VERB,acl,sell,nonent,1,10,0,acquired
F.W. Woolworth Co,pobj,PROPN,to,ADP,dative,sell,ORG,1,19,0,purchaser
K Mart Corp,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,seller
Robert Stevenson,nsubj,PROPN,told,VERB,ROOT,told,PERSON,1,-1,1,none
K Mart vice president,appos,NOUN,Stevenson,PROPN,nsubj,told,nonent,1,-1,1,none
Reuters,dobj,PROPN,told,VERB,ROOT,told,ORG,1,7,1,none
the talks,nsubj,NOUN,ended,VERB,ccomp,began,nonent,1,-1,1,none
which,nsubj,PRON,began,VERB,relcl,began,nonent,1,10,1,none
a California investment adviser,appos,NOUN,Inc,PROPN,nsubj,told,nonent,1,-1,0,none
the Securities and Exchange Commission,dobj,PROPN,told,VERB,ROOT,told,ORG,1,9,0,none
SEC,appos,PROPN,Commission,PROPN,dobj,told,ORG,2,-1,0,none
it,nsubj,PRON,bought,VERB,ccomp,bought,nonent,6,15,0,none
5.9 pct,conj,NOUN,shares,NOUN,dobj,bought,PERCENT,1,24,0,none
the total,pobj,NOUN,of,ADP,prep,bought,nonent,1,27,0,none
CooperVision Inc,ccomp,PROPN,told,VERB,ROOT,told,ORG,1,19,0,acquired
Siebel Capital Management Inc,nsubj,PROPN,told,VERB,ROOT,told,ORG,1,-1,0,purchaser
its SEC filing,pobj,NOUN,In,ADP,prep,said,nonent,1,-1,1,none
the firm,nsubj,NOUN,said,VERB,ROOT,said,nonent,1,4,1,none
it,nsubj,PRON,intends,VERB,ccomp,intends,nonent,6,7,1,none
more stock,dobj,NOUN,acquire,VERB,xcomp,acquire,nonent,1,11,1,none
management,dobj,NOUN,influence,VERB,xcomp,influence,nonent,1,18,1,none
the company,pobj,NOUN,of,ADP,prep,influence,nonent,2,20,1,none
major changes,dobj,NOUN,make,VERB,xcomp,make,nonent,1,24,1,none
the company's business or corporate structure,pobj,NOUN,in,ADP,prep,make,nonent,1,-1,1,none
New York-based Mutual Shares Corp,pobj,PROPN,including,VERB,prep,including,nonent,1,4,0,none
the Securities and Exchange Commission,dobj,PROPN,told,VERB,ROOT,told,ORG,1,16,0,none
it,nsubj,PRON,raised,VERB,ccomp,raised,nonent,5,21,0,none
its stake,dobj,NOUN,raised,VERB,ccomp,raised,nonent,1,23,0,none
"575,859 shares",pobj,NOUN,to,ADP,prep,raised,nonent,1,31,0,none
8.2 pct,conj,NOUN,shares,NOUN,pobj,raised,PERCENT,1,34,0,none
the total,pobj,NOUN,of,ADP,prep,raised,nonent,1,37,0,none
Gelco Corp,prep,PROPN,stake,NOUN,dobj,raised,ORG,1,26,0,acquired
An investor group including New York-based Mutual Shares Corp and Mutual Qualified Income Fund Inc,compound,PROPN,Inc,PROPN,conj,including,nonent,1,0,0,purchaser
The group,nsubj,NOUN,said,VERB,ROOT,said,nonent,2,0,1,none
its most recent purchases,nsubj,NOUN,included,VERB,ccomp,included,nonent,1,3,1,none
"241,000 shares",dobj,NOUN,included,VERB,ccomp,included,nonent,1,8,1,none
January,pobj,PROPN,between,ADP,prep,bought,nonent,1,12,1,none
March,conj,PROPN,January,PROPN,pobj,bought,nonent,1,15,1,none
it,nsubjpass,PRON,approached,VERB,ccomp,approached,nonent,16,4,0,none
a group,pobj,NOUN,by,ADP,agent,approached,nonent,1,9,0,none
Service America Corp.,appos,PROPN,unit,NOUN,dobj,acquiring,ORG,1,17,0,none
foodservice,compound,NOUN,unit,NOUN,dobj,acquiring,nonent,2,15,0,acqbus
Allegheny Beverage Corp,nsubj,PROPN,said,VERB,ROOT,said,ORG,1,0,0,seller
approached,ccomp,VERB,said,VERB,ROOT,said,nonent,1,7,0,status
The group,nsubj,NOUN,includes,VERB,ccomp,includes,nonent,1,0,1,none
senior management,dobj,NOUN,includes,VERB,ccomp,includes,nonent,1,3,1,none
no officers,conj,NOUN,management,NOUN,dobj,includes,nonent,1,9,1,none
the company,nsubj,NOUN,said,VERB,ROOT,said,nonent,1,14,1,none
A shareholder group,nsubj,NOUN,said,VERB,ROOT,led,nonent,1,0,0,none
a Securities and Exchange Commission filing,pobj,NOUN,in,ADP,prep,said,nonent,1,12,0,none
it,nsubj,PRON,boosted,VERB,ccomp,boosted,nonent,4,19,0,none
"208,800 shares",pobj,NOUN,to,ADP,prep,boosted,nonent,1,31,0,none
13.7 pct,conj,NOUN,shares,NOUN,pobj,boosted,PERCENT,1,34,0,none
the total,pobj,NOUN,of,ADP,prep,boosted,nonent,1,37,0,none
Frost and Sullivan Inc,nmod,PROPN,stock,NOUN,pobj,boosted,ORG,1,24,0,acquired
Theodore Cross,pobj,PROPN,by,ADP,agent,led,PERSON,1,8,0,purchaser
boosted its stake,dobj,NOUN,boosted,VERB,ccomp,boosted,nonent,1,20,0,status
The group,nsubj,NOUN,said,VERB,ROOT,said,nonent,2,0,1,none
"17,000 shares",dobj,NOUN,bought,VERB,ccomp,bought,nonent,1,5,1,none
the open market,pobj,NOUN,in,ADP,prep,bought,nonent,1,8,1,none
Feb.,pobj,PROPN,between,ADP,prep,bought,nonent,1,12,1,none
March,conj,PROPN,Feb.,PROPN,pobj,bought,nonent,1,15,1,none
it,nsubj,PRON,acquired,VERB,ccomp,acquired,nonent,3,2,0,none
Eastwood Hospital,nmod,PROPN,complex,NOUN,dobj,acquired,ORG,1,5,0,acquired
medical complex,dobj,NOUN,acquired,VERB,ccomp,acquired,nonent,1,7,0,acqbus
Memphis,pobj,PROPN,in,ADP,prep,acquired,GPE,1,10,0,acqloc
50 mln dlrs cash,pobj,NOUN,for,ADP,prep,acquired,nonent,1,-1,0,drlamt
"HEALTHVEST"" / ""Healthvest",nsubj,PROPN,said,VERB,ROOT,said,nonent,0,0,0,purchaser
Healthcare International Inc,pobj,PROPN,from,ADP,prep,acquired,ORG,1,12,0,seller
loan stock certificates,conj,NOUN,shares,NOUN,pobj,belonging,nonent,1,17,0,none
the company's chairman,pobj,NOUN,to,ADP,prep,belonging,nonent,1,-1,0,none
Khoo Teck Puat,appos,PROPN,chairman,NOUN,pobj,belonging,PERSON,1,-1,0,none
banking sources,nsubj,NOUN,said,VERB,ROOT,said,nonent,3,28,0,none
Goodwood Park Hotel Ltd,compound,PROPN,shares,NOUN,pobj,belonging,ORG,1,11,0,acquired
82 mln dlrs,compound,NOUN,worth,NOUN,dobj,taken,MONEY,1,6,0,drlamt
Singapore government,nsubj,NOUN,taken,VERB,ccomp,taken,nonent,1,1,0,purchaser
Khoo,nsubj,PROPN,is,AUX,ROOT,closed,nonent,3,0,1,none
a major shareholder,attr,NOUN,is,AUX,ROOT,closed,nonent,1,2,1,none
the National Bank,pobj,PROPN,of,ADP,prep,closed,nonent,1,6,1,none
Brunei Bhd,pobj,PROPN,of,ADP,prep,closed,nonent,1,10,1,none
NBB,appos,PROPN,Bank,PROPN,pobj,closed,ORG,3,-1,1,none
which,nsubj,PRON,closed,VERB,relcl,closed,nonent,1,13,1,none
November,pobj,PROPN,in,ADP,prep,closed,nonent,2,16,1,none
the Brunei authorities,nsubj,NOUN,alleged,VERB,advcl,alleged,nonent,1,18,1,none
90 pct,nsubjpass,NOUN,extended,VERB,ccomp,extended,PERCENT,1,22,1,none
its loans,pobj,NOUN,of,ADP,prep,extended,nonent,1,25,1,none
1.3 billion Brunei dlrs,pobj,NOUN,of,ADP,prep,extended,MONEY,1,28,1,none
Khoo-related firms,pobj,NOUN,to,ADP,dative,related,nonent,1,36,1,none
documentation,pobj,NOUN,without,ADP,prep,extended,nonent,1,39,1,none
guarantee,conj,NOUN,documentation,NOUN,pobj,extended,nonent,1,-1,1,none
The sale,nsubj,NOUN, ,SPACE,dep,said,nonent,1,0,0,none
the government's 25.55 pct stake,pobj,NOUN,of,ADP,prep,said,nonent,1,3,0,none
banking sources,nsubj,NOUN,said,VERB,ROOT,linked,nonent,1,16,0,none
the transaction,pobj,NOUN,with,ADP,prep,linked,nonent,1,21,0,none
VEBA AG,pobj,PROPN,in,ADP,prep,said,ORG,1,9,0,acquired
still expected,auxpass,AUX,expected,VERB,ccomp,expected,nonent,1,12,0,status
A spokesman,nsubj,NOUN,said,VERB,ROOT,said,nonent,1,0,1,none
no exact date,nsubjpass,NOUN,set,VERB,ccomp,set,nonent,1,7,1,none
the privatisation,pobj,NOUN,for,ADP,prep,tabled,nonent,1,-1,1,none
which,dobj,PRON,tabled,VERB,relcl,tabled,nonent,2,17,1,none
the government,nsubj,NOUN,tabled,VERB,relcl,tabled,nonent,2,18,1,none
the second half,pobj,NOUN,for,ADP,prep,tabled,nonent,2,23,1,none
March,pobj,PROPN,of,ADP,prep,tabled,nonent,2,-1,1,none
Finance Ministry,compound,PROPN,Ministry,PROPN,pobj,said,nonent,1,4,1,seller
its tender offer,nsubj,NOUN,Expired,VERB,advcl,Expired,nonent,1,4,0,none
all,pobj,PRON,for,ADP,prep,Expired,nonent,3,8,0,none
the common shares,pobj,NOUN,of,ADP,prep,Expired,nonent,1,10,0,none
the U.S.,pobj,PROPN,of,ADP,prep,Expired,nonent,1,17,0,none
midnight,pobj,NOUN,at,ADP,prep,Expired,TIME,1,21,0,none
it,nsubj,PRON,accepted,VERB,conj,accepted,nonent,15,25,0,none
approximately 2.3 mln shares,dobj,NOUN,accepted,VERB,conj,accepted,nonent,1,28,0,none
the company,pobj,NOUN,in,ADP,prep,accepted,nonent,1,33,0,none
90.25 dlrs,pobj,NOUN,at,ADP,prep,accepted,MONEY,2,36,0,none
"CYCLOPS CORP"" / ""Cyclops Corp",pobj,PROPN,in,ADP,prep,Expired,nonent,0,14,0,acquired
U.S.,det,PROPN,U.S.,PROPN,pobj,Expired,GPE,1,18,0,acqloc
Dixons Group Plc,nsubj,PROPN, ,SPACE,dep,said,ORG,1,0,0,purchaser
This,nsubj,PROPN,represents,VERB,ROOT,represents,nonent,1,0,1,none
